4-1. 시도별 이동량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,관내/외 합계,,,,,,,,,,,,,,,,,관내,,,,,,,,,,,,,,,,,관외,,,,,,,,,,,,,,,,
시도별,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주,11_서울,21_부산,22_대구,23_인천,24_광주,25_대전,26_울산,29_세종,31_경기,32_강원,33_충북,34_충남,35_전북,36_전남,37_경북,38_경남,39_제주
2020.11.1주차,"22,707,424 ","7,993,438 ","5,402,486 ","6,090,057 ","3,331,407 ","3,248,398 ","2,566,262 ","552,025 ","26,269,645 ","3,454,356 ","3,349,242 ","4,263,502 ","4,030,003 ","3,785,832 ","5,593,574 ","6,969,988 ","1,685,757 ","14,005,468 ","5,291,074 ","3,643,746 ","4,290,106 ","2,330,797 ","2,206,462 ","1,812,810 ","408,427 ","18,154,739 ","2,557,622 ","2,271,182 ","3,031,012 ","2,980,018 ","2,736,019 ","4,083,151 ","5,173,176 ","1,182,000 ","8,701,956 ","2,702,364 ","1,758,740 ","1,799,951 ","1,000,610 ","1,041,936 ","753,452 ","143,598 ","8,114,906 ","896,734 ","1,078,060 ","1,232,490 ","1,049,985 ","1,049,813 ","1,510,423 ","1,796,812 ","503,757 "
2020.11.2주차,"22,719,294 ","8,044,466 ","5,415,044 ","6,088,208 ","3,297,235 ","3,259,152 ","2,560,882 ","555,347 ","26,081,110 ","3,395,712 ","3,362,317 ","4,279,584 ","4,013,379 ","3,732,987 ","5,579,519 ","6,956,908 ","1,713,391 ","13,931,637 ","5,283,396 ","3,635,677 ","4,268,192 ","2,311,842 ","2,202,251 ","1,805,809 ","406,300 ","17,984,787 ","2,514,753 ","2,257,983 ","3,017,842 ","2,971,306 ","2,702,187 ","4,065,876 ","5,157,909 ","1,178,088 ","8,787,657 ","2,761,070 ","1,779,367 ","1,820,016 ","985,393 ","1,056,901 ","755,073 ","149,047 ","8,096,323 ","880,959 ","1,104,334 ","1,261,742 ","1,042,073 ","1,030,800 ","1,513,643 ","1,798,999 ","535,303 "
2020.11.3주차,"21,966,989 ","7,883,024 ","5,300,087 ","5,895,379 ","3,208,247 ","3,194,243 ","2,518,276 ","541,825 ","25,338,202 ","3,190,956 ","3,241,722 ","4,167,365 ","3,855,654 ","3,483,071 ","5,387,201 ","6,704,955 ","1,673,832 ","13,673,665 ","5,218,138 ","3,584,124 ","4,185,999 ","2,292,299 ","2,167,319 ","1,789,462 ","399,676 ","17,709,798 ","2,450,843 ","2,224,335 ","2,968,677 ","2,910,085 ","2,610,731 ","3,988,719 ","5,059,717 ","1,167,032 ","8,293,324 ","2,664,886 ","1,715,963 ","1,709,380 ","915,948 ","1,026,924 ","728,814 ","142,149 ","7,628,404 ","740,113 ","1,017,387 ","1,198,688 ","945,569 ","872,340 ","1,398,482 ","1,645,238 ","506,800 "
2020.11.4주차,"20,584,075 ","7,646,441 ","5,245,442 ","5,680,566 ","3,195,037 ","3,144,212 ","2,477,121 ","535,107 ","24,465,379 ","3,091,443 ","3,118,820 ","4,064,778 ","3,728,113 ","3,470,675 ","5,278,906 ","6,522,345 ","1,583,687 ","13,169,633 ","5,149,044 ","3,558,722 ","4,074,872 ","2,285,008 ","2,149,755 ","1,771,100 ","396,637 ","17,300,986 ","2,413,470 ","2,174,234 ","2,932,907 ","2,840,722 ","2,607,991 ","3,934,166 ","4,963,168 ","1,155,587 ","7,414,442 ","2,497,397 ","1,686,720 ","1,605,694 ","910,029 ","994,457 ","706,021 ","138,470 ","7,164,393 ","677,973 ","944,586 ","1,131,871 ","887,391 ","862,684 ","1,344,740 ","1,559,177 ","428,100 "
2020.12.1주차,"20,498,780 ","7,218,553 ","5,227,845 ","5,685,440 ","3,136,039 ","3,090,225 ","2,453,112 ","525,617 ","24,408,528 ","3,087,342 ","3,000,512 ","3,991,237 ","3,617,099 ","3,512,035 ","5,196,872 ","6,460,192 ","1,503,937 ","13,350,699 ","5,051,580 ","3,594,779 ","4,119,677 ","2,280,324 ","2,158,404 ","1,775,392 ","396,494 ","17,483,925 ","2,440,972 ","2,141,035 ","2,956,194 ","2,829,517 ","2,659,360 ","3,963,139 ","4,970,278 ","1,176,626 ","7,148,081 ","2,166,973 ","1,633,066 ","1,565,763 ","855,715 ","931,821 ","677,720 ","129,123 ","6,924,603 ","646,370 ","859,477 ","1,035,043 ","787,582 ","852,675 ","1,233,733 ","1,489,914 ","327,311 "
2020.12.2주차,"19,689,825 ","7,247,143 ","5,148,964 ","5,537,487 ","3,143,948 ","3,013,589 ","2,341,571 ","519,286 ","23,673,813 ","3,054,279 ","2,970,196 ","3,927,728 ","3,571,780 ","3,500,670 ","5,118,283 ","6,388,265 ","1,468,060 ","12,977,002 ","5,068,455 ","3,559,955 ","4,032,677 ","2,278,515 ","2,124,437 ","1,721,004 ","391,235 ","17,080,820 ","2,408,434 ","2,135,041 ","2,927,691 ","2,813,820 ","2,660,338 ","3,933,997 ","4,920,493 ","1,155,435 ","6,712,823 ","2,178,688 ","1,589,009 ","1,504,810 ","865,433 ","889,152 ","620,567 ","128,051 ","6,592,993 ","645,845 ","835,155 ","1,000,037 ","757,960 ","840,332 ","1,184,286 ","1,467,772 ","312,625 "
2020.12.3주차,"18,989,909 ","7,038,489 ","5,015,327 ","5,371,067 ","3,115,291 ","2,970,737 ","2,289,609 ","513,338 ","22,955,978 ","2,912,731 ","2,881,877 ","3,825,561 ","3,494,645 ","3,422,354 ","4,916,087 ","6,267,969 ","1,353,481 ","12,610,168 ","4,949,325 ","3,489,265 ","3,912,144 ","2,254,742 ","2,093,917 ","1,681,037 ","385,943 ","16,622,310 ","2,336,107 ","2,094,415 ","2,865,666 ","2,770,695 ","2,629,077 ","3,812,841 ","4,850,917 ","1,078,937 ","6,379,741 ","2,089,164 ","1,526,062 ","1,458,923 ","860,549 ","876,820 ","608,572 ","127,395 ","6,333,668 ","576,624 ","787,462 ","959,895 ","723,950 ","793,277 ","1,103,246 ","1,417,052 ","274,544 "
2020.12.4주차,"18,577,631 ","6,926,576 ","4,844,155 ","5,351,123 ","2,955,522 ","2,897,349 ","2,280,699 ","502,135 ","22,797,851 ","2,949,367 ","2,871,704 ","3,826,538 ","3,418,816 ","3,412,602 ","4,837,992 ","6,243,602 ","1,267,554 ","12,442,600 ","4,830,387 ","3,372,872 ","3,877,812 ","2,140,593 ","2,036,694 ","1,654,741 ","371,355 ","16,379,853 ","2,271,352 ","2,059,282 ","2,806,545 ","2,661,854 ","2,546,859 ","3,664,410 ","4,747,979 ","1,015,704 ","6,135,031 ","2,096,189 ","1,471,283 ","1,473,311 ","814,929 ","860,655 ","625,958 ","130,780 ","6,417,998 ","678,015 ","812,422 ","1,019,993 ","756,962 ","865,743 ","1,173,582 ","1,495,623 ","251,850 "
2020.12.5주차,"18,314,161 ","6,793,244 ","4,668,582 ","5,333,513 ","2,828,208 ","2,837,431 ","2,250,154 ","483,247 ","22,457,136 ","2,899,132 ","2,822,769 ","3,722,881 ","3,321,528 ","3,291,219 ","4,731,778 ","6,188,026 ","1,221,932 ","12,420,831 ","4,742,810 ","3,268,925 ","3,894,959 ","2,077,697 ","2,010,670 ","1,634,497 ","363,133 ","16,308,459 ","2,234,726 ","2,044,179 ","2,756,470 ","2,597,122 ","2,491,099 ","3,568,646 ","4,683,008 ","1,001,198 ","5,893,330 ","2,050,434 ","1,399,657 ","1,438,554 ","750,511 ","826,761 ","615,657 ","120,114 ","6,148,677 ","664,406 ","778,590 ","966,411 ","724,406 ","800,120 ","1,163,132 ","1,505,018 ","220,734 "
2021.01.1주차,"19,157,505 ","6,954,054 ","4,752,097 ","5,360,417 ","2,889,372 ","2,859,963 ","2,306,829 ","486,823 ","22,765,334 ","2,718,773 ","2,810,499 ","3,648,812 ","3,320,250 ","3,178,335 ","4,676,782 ","6,149,648 ","1,152,024 ","12,807,109 ","4,920,494 ","3,374,979 ","4,006,086 ","2,140,770 ","2,049,623 ","1,705,397 ","376,211 ","16,833,069 ","2,270,443 ","2,084,111 ","2,824,734 ","2,687,227 ","2,539,317 ","3,694,780 ","4,807,538 ","996,632 ","6,350,396 ","2,033,560 ","1,377,118 ","1,354,331 ","748,602 ","810,340 ","601,432 ","110,612 ","5,932,265 ","448,330 ","726,388 ","824,078 ","633,023 ","639,018 ","982,002 ","1,342,110 ","155,392 "
2021.01.2주차,"19,760,955 ","7,222,306 ","4,907,627 ","5,526,285 ","3,003,010 ","2,966,827 ","2,378,654 ","505,958 ","23,485,874 ","2,845,849 ","2,939,122 ","3,841,042 ","3,532,038 ","3,374,231 ","4,899,124 ","6,346,468 ","1,326,833 ","12,904,180 ","4,999,484 ","3,416,577 ","4,038,881 ","2,169,744 ","2,080,559 ","1,727,690 ","378,416 ","16,953,318 ","2,269,308 ","2,119,740 ","2,870,673 ","2,784,163 ","2,596,684 ","3,756,940 ","4,866,917 ","1,086,527 ","6,856,775 ","2,222,822 ","1,491,050 ","1,487,404 ","833,266 ","886,268 ","650,964 ","127,542 ","6,532,556 ","576,541 ","819,382 ","970,369 ","747,875 ","777,547 ","1,142,184 ","1,479,551 ","240,306 "
2021.01.3주차,"20,418,610 ","7,229,380 ","4,936,858 ","5,633,524 ","3,016,433 ","3,001,430 ","2,377,087 ","508,839 ","23,958,300 ","2,870,842 ","2,964,785 ","3,864,169 ","3,553,736 ","3,353,273 ","4,903,590 ","6,342,688 ","1,368,747 ","13,090,619 ","4,979,064 ","3,415,648 ","4,072,537 ","2,163,238 ","2,087,414 ","1,724,747 ","378,447 ","17,081,351 ","2,261,938 ","2,121,922 ","2,863,389 ","2,779,945 ","2,566,107 ","3,757,505 ","4,857,270 ","1,086,925 ","7,327,991 ","2,250,316 ","1,521,210 ","1,560,987 ","853,195 ","914,016 ","652,340 ","130,392 ","6,876,949 ","608,904 ","842,863 ","1,000,780 ","773,791 ","787,166 ","1,146,085 ","1,485,418 ","281,822 "
2021.01.4주차,"20,556,374 ","7,343,448 ","4,954,899 ","5,625,060 ","2,973,627 ","2,990,217 ","2,406,413 ","512,830 ","23,971,942 ","2,902,230 ","2,965,376 ","3,868,806 ","3,567,810 ","3,366,393 ","4,916,712 ","6,402,795 ","1,406,119 ","13,087,743 ","5,011,173 ","3,413,702 ","4,054,641 ","2,142,036 ","2,078,247 ","1,732,086 ","379,647 ","17,029,491 ","2,267,968 ","2,115,444 ","2,859,176 ","2,783,605 ","2,565,350 ","3,754,195 ","4,875,028 ","1,091,435 ","7,468,631 ","2,332,275 ","1,541,197 ","1,570,419 ","831,591 ","911,970 ","674,327 ","133,183 ","6,942,451 ","634,262 ","849,932 ","1,009,630 ","784,205 ","801,043 ","1,162,517 ","1,527,767 ","314,684 "
2021.02.1주차,"20,870,700 ","7,516,072 ","5,034,900 ","5,639,578 ","3,010,578 ","3,070,515 ","2,453,949 ","516,857 ","24,193,927 ","2,948,351 ","3,015,749 ","3,942,236 ","3,672,403 ","3,457,239 ","5,056,926 ","6,506,743 ","1,428,224 ","13,391,995 ","5,181,421 ","3,514,402 ","4,109,512 ","2,197,679 ","2,152,524 ","1,787,321 ","389,739 ","17,367,623 ","2,362,663 ","2,182,245 ","2,959,754 ","2,898,840 ","2,668,017 ","3,912,501 ","5,019,243 ","1,116,834 ","7,478,705 ","2,334,651 ","1,520,498 ","1,530,066 ","812,899 ","917,991 ","666,628 ","127,118 ","6,826,304 ","585,688 ","833,504 ","982,482 ","773,563 ","789,222 ","1,144,425 ","1,487,500 ","311,390 "
2021.02.2주차,"19,078,792 ","7,348,888 ","4,929,802 ","5,545,265 ","2,928,912 ","2,916,946 ","2,361,657 ","491,523 ","23,484,261 ","3,247,376 ","3,074,756 ","4,071,075 ","3,729,330 ","3,741,304 ","5,371,519 ","6,653,043 ","1,436,286 ","12,536,028 ","4,905,654 ","3,331,782 ","3,908,591 ","2,067,557 ","2,002,950 ","1,660,935 ","355,020 ","16,413,284 ","2,242,062 ","2,067,000 ","2,769,260 ","2,660,673 ","2,507,391 ","3,724,333 ","4,757,474 ","1,051,316 ","6,542,764 ","2,443,234 ","1,598,020 ","1,636,674 ","861,355 ","913,996 ","700,722 ","136,503 ","7,070,977 ","1,005,314 ","1,007,756 ","1,301,815 ","1,068,657 ","1,233,913 ","1,647,186 ","1,895,569 ","384,970 "
2021.02.3주차,"20,944,205 ","7,554,109 ","5,097,389 ","5,654,815 ","3,082,770 ","3,082,059 ","2,439,755 ","520,608 ","24,380,195 ","3,066,879 ","3,039,405 ","3,944,029 ","3,609,008 ","3,392,886 ","5,144,840 ","6,522,090 ","1,476,784 ","13,223,083 ","5,095,009 ","3,481,410 ","4,070,424 ","2,211,661 ","2,122,845 ","1,758,296 ","386,151 ","17,238,402 ","2,352,858 ","2,154,533 ","2,904,275 ","2,800,153 ","2,577,437 ","3,882,865 ","4,957,541 ","1,087,137 ","7,721,122 ","2,459,100 ","1,615,979 ","1,584,391 ","871,109 ","959,214 ","681,459 ","134,457 ","7,141,793 ","714,021 ","884,872 ","1,039,754 ","808,855 ","815,449 ","1,261,975 ","1,564,549 ","389,647 "
2021.02.4주차,"21,410,609 ","7,612,853 ","5,162,006 ","5,801,928 ","3,181,103 ","3,129,301 ","2,465,601 ","532,891 ","25,038,034 ","3,348,607 ","3,160,561 ","4,154,549 ","3,781,090 ","3,583,517 ","5,328,056 ","6,615,208 ","1,551,604 ","13,215,672 ","5,026,327 ","3,474,168 ","4,083,648 ","2,241,046 ","2,110,556 ","1,747,345 ","383,167 ","17,266,850 ","2,379,177 ","2,168,276 ","2,917,873 ","2,845,503 ","2,609,140 ","3,881,132 ","4,905,039 ","1,107,309 ","8,194,937 ","2,586,526 ","1,687,838 ","1,718,280 ","940,057 ","1,018,745 ","718,256 ","149,724 ","7,771,184 ","969,430 ","992,285 ","1,236,676 ","935,587 ","974,377 ","1,446,924 ","1,710,169 ","444,295 "
2021.03.1주차,"21,551,581 ","7,536,042 ","5,155,475 ","5,857,415 ","3,216,388 ","3,170,053 ","2,430,232 ","539,744 ","25,177,262 ","3,004,325 ","3,117,054 ","4,098,038 ","3,742,247 ","3,506,437 ","5,169,005 ","6,489,695 ","1,458,142 ","13,818,130 ","5,122,068 ","3,543,046 ","4,234,093 ","2,296,620 ","2,170,582 ","1,763,313 ","400,195 ","17,853,762 ","2,365,706 ","2,198,511 ","2,970,709 ","2,885,472 ","2,645,289 ","3,902,456 ","4,938,647 ","1,131,392 ","7,733,451 ","2,413,974 ","1,612,429 ","1,623,322 ","919,768 ","999,471 ","666,919 ","139,549 ","7,323,500 ","638,619 ","918,543 ","1,127,329 ","856,775 ","861,148 ","1,266,549 ","1,551,048 ","326,750 "
2021.03.2주차,"22,226,834 ","7,703,750 ","5,282,873 ","5,971,325 ","3,295,505 ","3,230,284 ","2,459,264 ","552,648 ","25,663,134 ","3,139,354 ","3,201,496 ","4,199,850 ","3,825,824 ","3,631,252 ","5,351,810 ","6,609,325 ","1,515,774 ","13,888,795 ","5,149,007 ","3,585,432 ","4,253,532 ","2,323,093 ","2,185,964 ","1,759,846 ","404,954 ","17,897,248 ","2,441,550 ","2,216,969 ","3,000,751 ","2,910,981 ","2,681,851 ","3,981,163 ","4,953,095 ","1,147,383 ","8,338,039 ","2,554,743 ","1,697,441 ","1,717,793 ","972,412 ","1,044,320 ","699,418 ","147,694 ","7,765,886 ","697,804 ","984,527 ","1,199,099 ","914,843 ","949,401 ","1,370,647 ","1,656,230 ","368,391 "
2021.03.3주차,"22,128,228 ","7,725,627 ","5,291,784 ","5,935,408 ","3,282,351 ","3,223,266 ","2,473,070 ","552,612 ","25,468,336 ","3,127,841 ","3,203,550 ","4,178,344 ","3,801,520 ","3,612,126 ","5,336,641 ","6,558,017 ","1,536,768 ","13,788,048 ","5,126,744 ","3,578,328 ","4,224,227 ","2,304,464 ","2,172,621 ","1,763,763 ","402,785 ","17,709,635 ","2,426,933 ","2,210,684 ","2,982,738 ","2,896,591 ","2,673,407 ","3,965,648 ","4,924,394 ","1,141,730 ","8,340,180 ","2,598,883 ","1,713,456 ","1,711,181 ","977,887 ","1,050,645 ","709,307 ","149,827 ","7,758,701 ","700,908 ","992,866 ","1,195,606 ","904,929 ","938,719 ","1,370,993 ","1,633,623 ","395,038 "
2021.03.4주차,"22,031,230 ","7,863,423 ","5,321,740 ","5,890,799 ","3,244,353 ","3,203,698 ","2,516,654 ","552,237 ","25,313,510 ","3,119,692 ","3,199,242 ","4,174,113 ","3,783,295 ","3,679,496 ","5,435,921 ","6,711,053 ","1,626,474 ","13,695,382 ","5,153,363 ","3,574,195 ","4,190,330 ","2,270,968 ","2,156,041 ","1,772,359 ","402,217 ","17,593,772 ","2,407,780 ","2,201,764 ","2,968,881 ","2,867,239 ","2,680,444 ","3,972,343 ","4,958,121 ","1,151,296 ","8,335,848 ","2,710,060 ","1,747,545 ","1,700,469 ","973,385 ","1,047,657 ","744,295 ","150,020 ","7,719,738 ","711,912 ","997,478 ","1,205,232 ","916,056 ","999,052 ","1,463,578 ","1,752,932 ","475,178 "
2021.04.1주차,"22,246,904 ","7,717,523 ","5,304,343 ","5,977,719 ","3,252,164 ","3,187,637 ","2,507,910 ","549,998 ","25,698,944 ","3,175,673 ","3,238,465 ","4,247,422 ","3,820,882 ","3,653,948 ","5,433,401 ","6,693,762 ","1,596,658 ","13,939,946 ","5,170,823 ","3,605,534 ","4,265,630 ","2,294,301 ","2,178,497 ","1,791,794 ","406,696 ","17,924,344 ","2,475,568 ","2,241,385 ","3,025,823 ","2,911,395 ","2,710,556 ","4,019,122 ","5,031,987 ","1,155,582 ","8,306,958 ","2,546,700 ","1,698,809 ","1,712,089 ","957,863 ","1,009,140 ","716,116 ","143,302 ","7,774,600 ","700,105 ","997,080 ","1,221,599 ","909,487 ","943,392 ","1,414,279 ","1,661,775 ","441,076 "
2021.04.2주차,"22,290,313 ","7,737,699 ","5,353,262 ","6,055,128 ","3,286,934 ","3,129,906 ","2,542,353 ","555,395 ","26,087,972 ","3,353,106 ","3,320,624 ","4,390,951 ","3,860,801 ","3,790,004 ","5,563,477 ","6,888,702 ","1,699,775 ","14,034,633 ","5,213,500 ","3,649,741 ","4,301,530 ","2,328,231 ","2,177,185 ","1,818,556 ","413,489 ","18,104,612 ","2,544,242 ","2,285,003 ","3,074,363 ","2,922,962 ","2,765,668 ","4,092,351 ","5,138,935 ","1,189,568 ","8,255,680 ","2,524,199 ","1,703,521 ","1,753,598 ","958,703 ","952,721 ","723,797 ","141,906 ","7,983,360 ","808,864 ","1,035,621 ","1,316,588 ","937,839 ","1,024,336 ","1,471,126 ","1,749,767 ","510,207 "
2021.04.3주차,"21,872,481 ","7,648,867 ","5,300,100 ","5,964,396 ","3,263,781 ","3,085,581 ","2,467,221 ","552,899 ","25,541,976 ","3,287,694 ","3,234,798 ","4,254,058 ","3,766,302 ","3,685,247 ","5,470,828 ","6,802,139 ","1,688,190 ","13,877,185 ","5,157,595 ","3,619,524 ","4,256,818 ","2,317,248 ","2,153,780 ","1,778,301 ","412,690 ","17,859,163 ","2,515,911 ","2,247,650 ","3,026,941 ","2,881,910 ","2,729,379 ","4,053,758 ","5,102,110 ","1,175,805 ","7,995,296 ","2,491,272 ","1,680,576 ","1,707,578 ","946,533 ","931,801 ","688,920 ","140,209 ","7,682,813 ","771,783 ","987,148 ","1,227,117 ","884,392 ","955,868 ","1,417,070 ","1,700,029 ","512,385 "
2021.04.4주차,"22,064,992 ","7,567,522 ","5,301,941 ","6,021,284 ","3,283,478 ","3,131,459 ","2,427,928 ","558,667 ","25,818,412 ","3,342,614 ","3,282,350 ","4,329,616 ","3,865,170 ","3,736,577 ","5,505,496 ","6,770,486 ","1,712,727 ","13,893,758 ","5,064,201 ","3,601,019 ","4,263,441 ","2,323,483 ","2,167,198 ","1,736,558 ","414,006 ","17,887,436 ","2,511,103 ","2,253,266 ","3,037,210 ","2,924,293 ","2,743,938 ","4,041,063 ","5,049,313 ","1,186,361 ","8,171,234 ","2,503,321 ","1,700,922 ","1,757,843 ","959,995 ","964,261 ","691,370 ","144,661 ","7,930,976 ","831,511 ","1,029,084 ","1,292,406 ","940,877 ","992,639 ","1,464,433 ","1,721,173 ","526,366 "
2021.04.5주차,"22,008,833 ","7,613,933 ","5,328,324 ","6,009,683 ","3,270,561 ","3,165,864 ","2,406,710 ","555,210 ","25,687,926 ","3,331,189 ","3,272,350 ","4,314,490 ","3,895,050 ","3,738,935 ","5,488,965 ","6,830,525 ","1,691,462 ","13,840,947 ","5,067,638 ","3,598,274 ","4,251,337 ","2,312,904 ","2,175,444 ","1,722,373 ","411,692 ","17,823,688 ","2,489,326 ","2,247,577 ","3,022,004 ","2,929,965 ","2,729,307 ","4,020,886 ","5,064,563 ","1,172,236 ","8,167,886 ","2,546,295 ","1,730,050 ","1,758,346 ","957,657 ","990,420 ","684,337 ","143,518 ","7,864,238 ","841,863 ","1,024,773 ","1,292,486 ","965,085 ","1,009,628 ","1,468,079 ","1,765,962 ","519,226 "
2021.05.1주차,"21,803,588 ","7,748,293 ","5,415,092 ","6,077,295 ","3,273,762 ","3,211,043 ","2,430,832 ","559,486 ","26,019,027 ","3,535,187 ","3,384,707 ","4,440,859 ","4,041,916 ","3,878,772 ","5,749,249 ","7,018,200 ","1,716,387 ","13,831,893 ","5,110,430 ","3,614,785 ","4,261,165 ","2,299,099 ","2,181,016 ","1,727,016 ","406,929 ","17,828,261 ","2,523,935 ","2,262,014 ","3,030,210 ","2,951,014 ","2,723,868 ","4,048,795 ","5,089,810 ","1,180,688 ","7,971,695 ","2,637,863 ","1,800,307 ","1,816,130 ","974,663 ","1,030,027 ","703,816 ","152,557 ","8,190,766 ","1,011,252 ","1,122,693 ","1,410,649 ","1,090,902 ","1,154,904 ","1,700,454 ","1,928,390 ","535,699 "
2021.05.2주차,"21,976,175 ","7,586,912 ","5,315,970 ","5,943,903 ","3,237,988 ","3,172,686 ","2,406,572 ","547,220 ","25,447,445 ","3,289,929 ","3,229,963 ","4,191,005 ","3,832,171 ","3,577,133 ","5,375,822 ","6,715,612 ","1,626,926 ","13,840,735 ","5,086,003 ","3,615,474 ","4,244,771 ","2,295,891 ","2,187,376 ","1,746,828 ","411,747 ","17,858,047 ","2,505,486 ","2,257,495 ","3,029,107 ","2,938,999 ","2,685,446 ","4,024,906 ","5,083,052 ","1,134,980 ","8,135,440 ","2,500,909 ","1,700,496 ","1,699,132 ","942,097 ","985,310 ","659,744 ","135,473 ","7,589,398 ","784,443 ","972,468 ","1,161,898 ","893,172 ","891,687 ","1,350,916 ","1,632,560 ","491,946 "
2021.05.3주차,"21,793,955 ","7,637,965 ","5,268,357 ","6,019,775 ","3,178,684 ","3,175,026 ","2,434,573 ","555,889 ","25,805,936 ","3,402,141 ","3,284,610 ","4,306,922 ","3,885,843 ","3,697,132 ","5,499,691 ","6,880,196 ","1,690,270 ","13,766,257 ","5,063,401 ","3,564,411 ","4,227,334 ","2,246,130 ","2,172,570 ","1,731,923 ","409,997 ","17,801,441 ","2,445,109 ","2,239,275 ","3,006,507 ","2,899,621 ","2,657,349 ","3,970,668 ","5,059,409 ","1,143,019 ","8,027,698 ","2,574,564 ","1,703,946 ","1,792,441 ","932,554 ","1,002,456 ","702,650 ","145,892 ","8,004,495 ","957,032 ","1,045,335 ","1,300,415 ","986,222 ","1,039,783 ","1,529,023 ","1,820,787 ","547,251 "
2021.05.4주차,"22,031,857 ","7,695,562 ","5,240,003 ","5,993,854 ","3,204,079 ","3,197,874 ","2,469,402 ","554,942 ","25,673,471 ","3,265,095 ","3,273,936 ","4,254,247 ","3,871,353 ","3,687,693 ","5,469,246 ","6,840,502 ","1,667,519 ","13,812,584 ","5,077,370 ","3,579,101 ","4,233,276 ","2,266,118 ","2,190,497 ","1,753,496 ","412,491 ","17,823,822 ","2,431,510 ","2,254,390 ","3,015,804 ","2,923,758 ","2,702,857 ","4,010,493 ","5,071,967 ","1,153,033 ","8,219,273 ","2,618,192 ","1,660,902 ","1,760,578 ","937,961 ","1,007,377 ","715,906 ","142,451 ","7,849,649 ","833,585 ","1,019,546 ","1,238,443 ","947,595 ","984,836 ","1,458,753 ","1,768,535 ","514,486 "
2021.06.1주차,"22,210,380 ","7,681,134 ","5,245,645 ","6,062,928 ","3,237,436 ","3,215,929 ","2,471,609 ","560,831 ","26,006,172 ","3,385,163 ","3,313,119 ","4,310,139 ","3,904,992 ","3,731,741 ","5,528,893 ","6,845,054 ","1,661,285 ","14,018,322 ","5,112,723 ","3,616,988 ","4,298,897 ","2,308,063 ","2,219,061 ","1,756,159 ","420,602 ","18,133,836 ","2,521,811 ","2,290,089 ","3,076,006 ","2,970,198 ","2,757,429 ","4,076,276 ","5,098,602 ","1,169,987 ","8,192,058 ","2,568,411 ","1,628,657 ","1,764,031 ","929,373 ","996,868 ","715,450 ","140,229 ","7,872,336 ","863,352 ","1,023,030 ","1,234,133 ","934,794 ","974,312 ","1,452,617 ","1,746,452 ","491,298 "
2021.06.2주차,"22,151,671 ","7,584,823 ","5,174,865 ","6,067,982 ","3,246,570 ","3,204,996 ","2,449,881 ","560,351 ","25,970,898 ","3,440,974 ","3,311,988 ","4,319,137 ","3,902,490 ","3,727,210 ","5,506,641 ","6,739,111 ","1,648,346 ","13,975,047 ","5,075,190 ","3,576,262 ","4,301,727 ","2,307,442 ","2,210,861 ","1,744,349 ","419,720 ","18,104,657 ","2,540,755 ","2,284,625 ","3,072,082 ","2,962,459 ","2,750,122 ","4,062,062 ","5,040,299 ","1,157,942 ","8,176,624 ","2,509,633 ","1,598,603 ","1,766,255 ","939,128 ","994,135 ","705,532 ","140,631 ","7,866,241 ","900,219 ","1,027,363 ","1,247,055 ","940,031 ","977,088 ","1,444,579 ","1,698,812 ","490,404 "
2021.06.3주차,"22,299,602 ","7,724,237 ","5,232,647 ","6,112,888 ","3,273,571 ","3,209,517 ","2,477,458 ","565,136 ","26,075,467 ","3,488,995 ","3,337,066 ","4,335,376 ","3,921,823 ","3,745,555 ","5,570,168 ","6,815,748 ","1,672,847 ","13,934,975 ","5,066,374 ","3,578,806 ","4,312,407 ","2,300,624 ","2,194,179 ","1,742,899 ","417,816 ","18,054,589 ","2,515,766 ","2,282,682 ","3,047,033 ","2,949,350 ","2,734,550 ","4,054,826 ","5,036,061 ","1,158,812 ","8,364,627 ","2,657,863 ","1,653,841 ","1,800,481 ","972,947 ","1,015,338 ","734,559 ","147,320 ","8,020,878 ","973,229 ","1,054,384 ","1,288,343 ","972,473 ","1,011,005 ","1,515,342 ","1,779,687 ","514,035 "
2021.06.4주차,"22,393,552 ","7,812,674 ","5,307,886 ","6,131,640 ","3,169,840 ","3,158,658 ","2,525,236 ","558,251 ","26,085,859 ","3,486,386 ","3,324,604 ","4,339,033 ","3,906,223 ","3,771,325 ","5,575,410 ","6,877,961 ","1,728,369 ","13,843,584 ","5,050,549 ","3,584,229 ","4,294,390 ","2,216,195 ","2,159,902 ","1,753,828 ","410,716 ","17,952,654 ","2,475,184 ","2,261,395 ","3,023,292 ","2,922,718 ","2,713,147 ","4,031,339 ","5,025,594 ","1,161,446 ","8,549,968 ","2,762,125 ","1,723,657 ","1,837,250 ","953,645 ","998,756 ","771,408 ","147,535 ","8,133,205 ","1,011,202 ","1,063,209 ","1,315,741 ","983,505 ","1,058,178 ","1,544,071 ","1,852,367 ","566,923 "
